black.@id,black.rating,black.result,black.username,id,month,time_class,time_control,white.@id,white.rating,white.result,white.username,win_color,win_user,year,time_class_int,winner_sueco
https://api.chess.com/pub/player/what_a_drag,1468,resigned,What_A_Drag,1612014818,01,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1499,win,elsueco1,white,elsueco1,2021,6,1
https://api.chess.com/pub/player/ross_c,1516,checkmated,ross_c,1612015022,01,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1508,win,elsueco1,white,elsueco1,2021,6,1
https://api.chess.com/pub/player/elsueco1,1500,resigned,elsueco1,1612097290,01,bullet,120+1,https://api.chess.com/pub/player/batracing,1516,win,BatRacing,white,BatRacing,2021,6,-1
https://api.chess.com/pub/player/elsueco1,1926,checkmated,elsueco1,1612103711,01,rapid,3600,https://api.chess.com/pub/player/enjuten,769,win,Enjuten,white,Enjuten,2021,5,-1
https://api.chess.com/pub/player/enjuten,769,checkmated,Enjuten,1612384798,02,rapid,900+10,https://api.chess.com/pub/player/elsueco1,1926,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/elmirazimov,1507,resigned,ElmirAzimov,1612385188,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1508,win,elsueco1,white,elsueco1,2021,6,1
https://api.chess.com/pub/player/ratingpoints,1550,win,ratingpoints,1612385439,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1501,timeout,elsueco1,black,ratingpoints,2021,6,-1
https://api.chess.com/pub/player/elsueco1,1926,win,elsueco1,1612387369,02,rapid,900+10,https://api.chess.com/pub/player/enjuten,769,resigned,Enjuten,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/enjuten,769,checkmated,Enjuten,1612388370,02,rapid,900+10,https://api.chess.com/pub/player/elsueco1,1926,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/alexiscruzado,1453,win,alexiscruzado,1612393252,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1492,timeout,elsueco1,black,alexiscruzado,2021,6,-1
https://api.chess.com/pub/player/elsueco1,1485,resigned,elsueco1,1612393437,02,bullet,120+1,https://api.chess.com/pub/player/joeblizzard75,1554,win,JoeBlizzard75,white,JoeBlizzard75,2021,6,-1
https://api.chess.com/pub/player/forrie,1492,win,forrie,1612393769,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1477,timeout,elsueco1,black,forrie,2021,6,-1
https://api.chess.com/pub/player/elsueco1,1470,timeout,elsueco1,1612394131,02,bullet,120+1,https://api.chess.com/pub/player/progressive,1527,win,progressive,white,progressive,2021,6,-1
https://api.chess.com/pub/player/elsueco1,1460,timeout,elsueco1,1612394386,02,bullet,120+1,https://api.chess.com/pub/player/trumpmeister2020,1391,win,TRUMPMEISTER2020,white,TRUMPMEISTER2020,2021,6,-1
https://api.chess.com/pub/player/elsueco1,1452,resigned,elsueco1,1612394584,02,bullet,120+1,https://api.chess.com/pub/player/lennyca,1451,win,lennyca,white,lennyca,2021,6,-1
https://api.chess.com/pub/player/salaahh,1344,checkmated,Salaahh,1612394851,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1458,win,elsueco1,white,elsueco1,2021,6,1
https://api.chess.com/pub/player/firstafebrianto,1514,win,firstafebrianto,1612395159,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1451,timeout,elsueco1,black,firstafebrianto,2021,6,-1
https://api.chess.com/pub/player/maagnus,1451,timeout,maagnus,1612395529,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1459,win,elsueco1,white,elsueco1,2021,6,1
https://api.chess.com/pub/player/elsueco1,1466,win,elsueco1,1612431364,02,bullet,120+1,https://api.chess.com/pub/player/gonch1,1421,resigned,gonch1,black,elsueco1,2021,6,1
https://api.chess.com/pub/player/elsueco1,1456,timeout,elsueco1,1612431731,02,bullet,120+1,https://api.chess.com/pub/player/chessbuam,1406,win,chessbuam,white,chessbuam,2021,6,-1
https://api.chess.com/pub/player/praqi,1487,win,Praqi,1612481224,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1449,timeout,elsueco1,black,Praqi,2021,6,-1
https://api.chess.com/pub/player/usonian,1412,checkmated,Usonian,1612481406,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1456,win,elsueco1,white,elsueco1,2021,6,1
https://api.chess.com/pub/player/carram98,1458,timeout,Carram98,1612481717,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1464,win,elsueco1,white,elsueco1,2021,6,1
https://api.chess.com/pub/player/elsueco1,1472,win,elsueco1,1612481933,02,bullet,120+1,https://api.chess.com/pub/player/sharingun,1459,resigned,Sharingun,black,elsueco1,2021,6,1
https://api.chess.com/pub/player/elsueco1,1463,checkmated,elsueco1,1612481975,02,bullet,120+1,https://api.chess.com/pub/player/javitheking76,1427,win,JaviTheKing76,white,JaviTheKing76,2021,6,-1
https://api.chess.com/pub/player/elsueco1,1454,resigned,elsueco1,1612482174,02,bullet,120+1,https://api.chess.com/pub/player/ecompher,1431,win,ecompher,white,ecompher,2021,6,-1
https://api.chess.com/pub/player/cholonto,1496,win,cholonto,1612482550,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1447,timeout,elsueco1,black,cholonto,2021,6,-1
https://api.chess.com/pub/player/weslybrandon,1485,win,weslybrandon,1612482929,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1440,timeout,elsueco1,black,weslybrandon,2021,6,-1
https://api.chess.com/pub/player/gatoudi,1406,win,gatoudi,1612483297,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1431,timeout,elsueco1,black,gatoudi,2021,6,-1
https://api.chess.com/pub/player/elsueco1,1437,win,elsueco1,1612483383,02,bullet,120+1,https://api.chess.com/pub/player/jamieol,1329,resigned,jamieol,black,elsueco1,2021,6,1
https://api.chess.com/pub/player/elsueco1,1446,win,elsueco1,1612483705,02,bullet,120+1,https://api.chess.com/pub/player/safariale,1486,resigned,safariale,black,elsueco1,2021,6,1
https://api.chess.com/pub/player/safariale,1493,win,safariale,1612483974,02,bullet,120+1,https://api.chess.com/pub/player/elsueco1,1439,timeout,elsueco1,black,safariale,2021,6,-1
https://api.chess.com/pub/player/elsueco1,1776,win,elsueco1,1612484230,02,blitz,300,https://api.chess.com/pub/player/paulo2710,1716,resigned,Paulo2710,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/estratactico,1782,win,estratactico,1612484720,02,blitz,300,https://api.chess.com/pub/player/elsueco1,1768,resigned,elsueco1,black,estratactico,2021,5,-1
https://api.chess.com/pub/player/premeditatedchekmate,1756,win,Premeditatedchekmate,1612484862,02,blitz,300,https://api.chess.com/pub/player/elsueco1,1760,resigned,elsueco1,black,Premeditatedchekmate,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1768,win,elsueco1,1612485229,02,blitz,300,https://api.chess.com/pub/player/apolo162124,1750,resigned,apolo162124,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/apolo162124,1758,win,apolo162124,1612485748,02,blitz,300,https://api.chess.com/pub/player/elsueco1,1760,resigned,elsueco1,black,apolo162124,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1768,win,elsueco1,1612486214,02,blitz,300,https://api.chess.com/pub/player/plopov,1759,checkmated,Plopov,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/nayr10,1728,resigned,Nayr10,1612486424,02,blitz,300,https://api.chess.com/pub/player/elsueco1,1775,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/elsueco1,1767,resigned,elsueco1,1612486747,02,blitz,300,https://api.chess.com/pub/player/i_killed_your_king,1770,win,I_killed_your_king,white,I_killed_your_king,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1775,win,elsueco1,1612527141,02,blitz,180,https://api.chess.com/pub/player/lokeshvamsi,1769,resigned,lokeshvamsi,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/nachoheitz,1775,resigned,nachoheitz,1612527380,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1783,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/elsueco1,1775,timeout,elsueco1,1612527683,02,blitz,180,https://api.chess.com/pub/player/rajkumarchessbrh,1774,win,rajkumarchessbrh,white,rajkumarchessbrh,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1768,timeout,elsueco1,1612528008,02,blitz,180,https://api.chess.com/pub/player/balaxani,1820,win,balaxani,white,balaxani,2021,5,-1
https://api.chess.com/pub/player/sirbobbycharlton,1772,win,SirBobbyCharlton,1612528319,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1760,timeout,elsueco1,black,SirBobbyCharlton,2021,5,-1
https://api.chess.com/pub/player/bhshortland,1747,win,bhshortland,1612528649,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1751,timeout,elsueco1,black,bhshortland,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1759,win,elsueco1,1612528900,02,blitz,180,https://api.chess.com/pub/player/bhshortland,1739,resigned,bhshortland,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/bhshortland,1747,win,bhshortland,1612529199,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1751,timeout,elsueco1,black,bhshortland,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1743,timeout,elsueco1,1612529535,02,blitz,180,https://api.chess.com/pub/player/bhshortland,1755,win,bhshortland,white,bhshortland,2021,5,-1
https://api.chess.com/pub/player/bhshortland,1763,win,bhshortland,1612529835,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1735,timeout,elsueco1,black,bhshortland,2021,5,-1
https://api.chess.com/pub/player/bjiggles,1676,resigned,Bjiggles,1612572322,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1742,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/fishysoisse,1703,resigned,Fishysoisse,1612572588,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1749,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/elsueco1,1741,timeout,elsueco1,1612572967,02,blitz,180,https://api.chess.com/pub/player/rcthurstans,1738,win,RCThurstans,white,RCThurstans,2021,5,-1
https://api.chess.com/pub/player/rcthurstans,1730,resigned,RCThurstans,1612573224,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1749,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/elsueco1,1741,timeout,elsueco1,1612573512,02,blitz,180,https://api.chess.com/pub/player/rcthurstans,1738,win,RCThurstans,white,RCThurstans,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1748,win,elsueco1,1612573855,02,blitz,180,https://api.chess.com/pub/player/dariovoch28,1685,resigned,Dariovoch28,black,elsueco1,2021,5,1
